,Name,symbol,Emissions (tCO2e),PARENT CO. PERCENT OWNERSHIP
EXXON MOBIL CORP,ExxonMobil 535 Green River GB (LaBArge Gathering & Boosting),XOM,61863.956,100.0
EXXON MOBIL CORP,Aera Energy Penn Zier,XOM,39214.752,48.2
EXXON MOBIL CORP,Aera Energy Lockwood,XOM,11506.856,48.2
EXXON MOBIL CORP,XTO Energy Inc 230 Arkla – GB,XOM,43801.964,100.0
EXXON MOBIL CORP,XTO Energy Inc 360 Anadarko – GB,XOM,47250.762,100.0
EXXON MOBIL CORP,XTO Energy Inc 430 Permian – GB,XOM,1108355.662,100.0
EXXON MOBIL CORP,XTO Energy Inc 420 Fort Worth Syncline – GB,XOM,69958.006,100.0
EXXON MOBIL CORP,XTO Energy Inc 415 Strawn – GB,XOM,324994.864,100.0
EXXON MOBIL CORP,XTO Energy Inc 350 South Oklahoma Folded Belt – GB,XOM,228935.52,100.0
EXXON MOBIL CORP,XTO Energy Inc 345 Arkoma – GB,XOM,361773.154,100.0
EXXON MOBIL CORP,XTO Energy Inc 160A Appalachian E Overthrust – GB,XOM,204046.594,100.0
EXXON MOBIL CORP,XTO Energy Inc 395 Williston – GB,XOM,13959.084,100.0
EXXON MOBIL CORP,XTO Energy Inc 595 Piceance – GB,XOM,24112.266,100.0
EXXON MOBIL CORP,XTO Energy Inc 260 East Texas – GB,XOM,816463.352,100.0
EXXON MOBIL CORP,XTO Energy Inc 220 Gulf Coast – GB,XOM,141885.87,100.0
EXXON MOBIL CORP,XTO - Boyscout Boardwalk,XOM,27946.068,100.0
FIRSTENERGY CORP,Fort Martin Power Station,FE,4725695.546,100.0
FIRSTENERGY CORP,Harrison Power Station,FE,9793583.354,100.0
FIRSTENERGY CORP,FirstEnergy Substation Group,FE,134540.52,100.0
FORD MOTOR CO,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,F,27074.248,100.0
FORD MOTOR CO,Ford Motor Company - Flat Rock Assembly Plant,F,45536.228,100.0
FORD MOTOR CO,FORD MOTOR COMPANY - FORD KENTUCKY TRUCK PLANT,F,74118.92,100.0
FORD MOTOR CO,FORD MOTOR COMPANY - FORD MICHIGAN ASSEMBLY SITE,F,55916.238,100.0
FORD MOTOR CO,FORD MOTOR COMPANY - FORD STERLING PLANT,F,25165.756,100.0
FORD MOTOR CO,FORD MOTOR COMPANY - FORD LOUISVILLE ASSEMBLY PLANT,F,45936.828,100.0
FORD MOTOR CO,FORD MOTOR COMPANY - FORD KANSAS CITY ASSEMBLY PLANT,F,66404.4,100.0
FORD MOTOR CO,FORD MOTOR COMPANY - FORD ROUGE SITE,F,61498.668,100.0
FORD MOTOR CO,Ford Motor Company - Chicago Assembly Plant,F,53778.348,100.0
FORD MOTOR CO,FORD MOTOR COMPANY - FORD RESEARCH AND ENGINEERING CENTER,F,25682.804,100.0
FREEPORT-MCMORAN INC,APACHE NITROGEN PRODUCTS - PLANT,FCX,442395.318,50.0
FREEPORT-MCMORAN INC,PHELPS DODGE REFINING CORPORATION,FCX,84666.132,100.0
FREEPORT-MCMORAN INC,North Terrebonne Gas Plant,FCX,45206.88,0.39
FREEPORT-MCMORAN INC,Freeport-McMoRan Morenci,FCX,35244.066,100.0
FREEPORT-MCMORAN INC,FREEPORT-MCMORAN MIAMI INC,FCX,87960.268,100.0
FREEPORT-MCMORAN INC,Tebone Fractionator,FCX,10055.866,0.39
FUTUREFUEL CORP,FutureFuel Chemical Company,FF,165972.266,100.0
GENERAL ELECTRIC CO,GE's Grid Solutions,GE,25059.203,100.0
GENERAL ELECTRIC CO,Inland Empire Energy Center,GE,0.0,100.0
GENERAL ELECTRIC CO,Russell City Energy Company LLC,GE,429883.856,25.0
GENERAL ELECTRIC CO,General Electric Aviation,GE,42322.668,100.0
GENERAL ELECTRIC CO,"EFS Parlin Holdings, LLC",GE,3531.388,100.0
GENERAL ELECTRIC CO,"GE Aviation, Evendale Plant (1431150060)",GE,30856.596,100.0
GENERAL ELECTRIC CO,GENERAL ELECTRIC PEEBLES TEST OPERATIONS,GE,42004.754,100.0
GENERAL ELECTRIC CO,MARTINEZ COGEN LIMITED PARTNER,GE,320888.492,49.5
GENERAL ELECTRIC CO,GE GLOBAL RESEARCH CENTER,GE,18219.404,100.0
GENERAL ELECTRIC CO,Shady Hills,GE,118725.106,100.0
GENERAL ELECTRIC CO,"GE (Greenville) Gas Turbines, LLC",GE,8609.116,100.0
GENERAL ELECTRIC CO,GE Power and Water,GE,20863.172,100.0
GENERAL MOTORS CO,GM TECHNICAL CENTER,GM,42441.34,100.0
GENERAL MOTORS CO,Defiance Casting Operations (0320010001),GM,23953.46,100.0
GENERAL MOTORS CO,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,GM,31711.754,100.0
GENERAL MOTORS CO,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,GM,28823.892,100.0
GENERAL MOTORS CO,GENERAL MOTORS LLC BEDFORD CETC,GM,53442.984,100.0
GENERAL MOTORS CO,GENERAL MOTORS FORT WAYNE ASSEMBLY,GM,44076.592,100.0
GENERAL MOTORS CO,General Motors LLC Wentzville,GM,69319.088,100.0
GENERAL MOTORS CO,GENERAL MOTORS LANSING DELTA TOWNSHIP,GM,37322.66,100.0
GENERAL MOTORS CO,GENERAL MOTORS CORP - MILFORD PROVING GROUND,GM,25892.252,100.0
GENERAL MOTORS CO,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,GM,50419.66,100.0
GENERAL MOTORS CO,General Motors Spring Hill Manufacturing,GM,33433.624,100.0
GENERAL MOTORS CO,GM Lansing Grand River,GM,22240.616,100.0
GEVO INC,AGRI ENERGY LLC,GEVO,5563.08,100.0
GRAFTECH INTERNATIONAL LTD,Advanced Graphite Materials LLC,EAF,28014.644,100.0
GRAFTECH INTERNATIONAL LTD,SEADRIFT COKE L.P.,EAF,110012.964,100.0
GRAPHIC PACKAGING HOLDING CO,"Graphic Packaging International, Inc.",GPK,136791.884,100.0
GRAPHIC PACKAGING HOLDING CO,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",GPK,417349.476,100.0
GRAPHIC PACKAGING HOLDING CO,GRAPHIC PACKAGING INTERNATIONAL,GPK,98597.588,100.0
GRAPHIC PACKAGING HOLDING CO,"Graphic Packaging International, Inc.",GPK,68288.392,100.0
GRAPHIC PACKAGING HOLDING CO,GRAPHIC PACKAGING INT INC,GPK,46414.476,100.0
GRAPHIC PACKAGING HOLDING CO,Graphic Packaging International - Texarkana Mill,GPK,365370.928,100.0
GRAPHIC PACKAGING HOLDING CO,Graphic Packaging International - Augusta,GPK,368870.624,100.0
GREEN PLAINS INC,GREEN PLAINS CENTRAL CITY LLC,GPRE,118270.304,100.0
GREEN PLAINS INC,Hereford Ethanol Partners LP,GPRE,26830.548,100.0
GREEN PLAINS INC,"Green Plains Atkinson, LLC",GPRE,42009.992,100.0
GREEN PLAINS INC,"Green Plains Wood River, LLC.",GPRE,156237.712,100.0
GREEN PLAINS INC,Green Plains Mount Vernon LLC,GPRE,142474.164,100.0
GREEN PLAINS INC,GREEN PLAINS SUPERIOR LLC,GPRE,62639.064,100.0
GREEN PLAINS INC,GREEN PLAINS SHENANDOAH LLC,GPRE,92781.8,100.0
GREEN PLAINS INC,GREEN PLAINS OTTER TAIL LLC,GPRE,72575.276,100.0
GREEN PLAINS INC,Green Plains Madison LLC,GPRE,29438.74,100.0
GREEN PLAINS INC,Green Plains Fairmont LLC,GPRE,101334.168,100.0
GREEN PLAINS INC,GREEN PLAINS ORD LLC,GPRE,75650.316,100.0
GREEN PLAINS INC,GREEN PLAINS OBION LLC,GPRE,163712.384,100.0
GREEN PLAINS INC,Green Plains York LLC,GPRE,110901.032,100.0
GREIF INC,WISCONSIN PAPERBOARD,GEF,42445.54,100.0
GREIF INC,OHIO PAPERBOARD CORP,GEF,22827.508,100.0
GREIF INC,MOBILE PAPERBOARD,GEF,7647.372,100.0
GREIF INC,GREIF RIVERVILLE LLC,GEF,161146.98,100.0
GREIF INC,"Greif Packaging, LLC",GEF,74407.72,100.0
GREIF INC,CARAUSTAR MILL GROUP INC AUSTELL BOXBOARD MILLS,GEF,97268.624,100.0
GREIF INC,NEWARK AMERICA,GEF,29320.74,100.0
GREIF INC,Caraustar Industries dba Tama Paperboard,GEF,20269.124,100.0
GULFPORT ENERGY CORP,Lindsay Field Office,GPOR,124169.276,100.0
GULFPORT ENERGY CORP,Gulfport Energy Appalachian Basin 160-A Eastern Overthrust Region,GPOR,200105.38,100.0
HALLADOR ENERGY CO,Oaktown Fuels Mine No.1,HNRG,612457.75,100.0
HALLADOR ENERGY CO,Carlisle Mine,HNRG,142886.0,100.0
HALLADOR ENERGY CO,Oaktown Fuels Mine No. 2,HNRG,442968.75,100.0
HALLIBURTON CO,BENTONITE PERFORMANCE MINERALS LLC LOVELL,HAL,37145.246,100.0
HALLIBURTON CO,BENTONITE PERFORMANCE MINERALS-COLONY,HAL,32649.412,100.0
HAYNES INTERNATIONAL INC,HAYNES INTERNATIONAL INCORPORATED,HAYN,42165.492,100.0
HERITAGE-CRYSTAL CLEAN INC,"Heritage-Crystal Clean, LLC",HCCI,36564.04,100.0
HESS CORP,SEA ROBIN GAS PROCESSING PLANT,HES,62547.926,24.41
HESS CORP,SEMINOLE GAS PROCESSING PLANT,HES,101298.002,100.0
HESS CORP,TIOGA GAS PROCESSING PLANT,HES,225649.8495286722,100.0
HESS CORP,Hess Corporation - 395 - Williston Basin,HES,1750517.3068745756,100.0
HESS CORP,Garden Banks 260 A,HES,23419.084,100.0
HESS CORP,Tioga Rail Terminal,HES,25912.452,100.0
HESS CORP,Mississippi Canyon 724 Gulfstar 1 (Tubular Bells),HES,119603.336,100.0
HESS CORP,Hess Corporation - 395 - Williston Basin Gath & Boostn,HES,247828.75779302928,100.0
HESS CORP,Green Canyon 468 A (Stampede),HES,88390.96,100.0
HEXCEL CORP,HEXCEL CORP,HXL,47508.672,100.0
HEXCEL CORP,HEXCEL CORPORATION,HXL,40946.696,100.0
HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,HON,32153.436,100.0
HONEYWELL INTERNATIONAL INC,HONEYWELL - UOP LLC,HON,40113.648,100.0
HONEYWELL INTERNATIONAL INC,UOP.LLC SHREVEPORT,HON,42242.04,100.0
HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC,HON,693.592,100.0
HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC - GEISMAR COMPLEX,HON,528956.528,100.0
HONEYWELL INTERNATIONAL INC,Honeywell Aerospace - Plymouth,HON,33957.0715,100.0
HONEYWELL INTERNATIONAL INC,Honeywell Aerospace - South Bend,HON,22718.756,100.0
HORMEL FOODS CORP,HORMEL FOODS CORPORATION,HRL,58895.028,100.0
HOWMET AEROSPACE INC,Howmet Aerospace Inc. - Cleveland Works,HWM,69655.742,100.0
HOWMET AEROSPACE INC,Schlosser Forge Company,HWM,23051.764,100.0
HOWMET AEROSPACE INC,RMI Titanium Company LLC,HWM,28413.844,100.0
HUNTINGTON INGALLS INDUSTRIES INC,HUNTINGTON INGALLS INCORPORATED,HII,58398.06,100.0
HUNTSMAN CORP,RUBICON LLC - GEISMAR PLANT,HUN,63764.284,50.0
INGEVITY CORP,"INGEVITY SOUTH CAROLINA, LLC - DeRidder Plant",NGVT,58467.328,100.0
INGEVITY CORP,INGEVITY VIRGINIA CORPORATION - CARBON PLANT,NGVT,80127.848,100.0
INGEVITY CORP,INGEVITY SC LLC CHARLESTON CHEMICAL PLANT,NGVT,18732.08,100.0
INGEVITY CORP,Ingevity Virginia Corporation,NGVT,31570.332,100.0
INGEVITY CORP,"Ingevity Arkansas, LLC",NGVT,34627.72,100.0
INGREDION INC,Ingredion Incorporated Argo Plant,INGR,723200.48,100.0
INGREDION INC,INGREDION INCORPORATED,INGR,106438.146,100.0
INGREDION INC,Ingredion Inc.,INGR,27423.996,100.0
INGREDION INC,"Ingredion Incorporated, Indianapolis Plant",INGR,68050.59,100.0
INGREDION INC,Ingredion Incorporated,INGR,21123.01,100.0
INTEL CORP,INTEL CORPORATION - RIO RANCHO FACILITY,INTC,52823.032018,100.0
INTEL CORP,INTEL CORPORATION RONLER ACRES CAMPUS,INTC,410598.64624,100.0
INTEL CORP,INTEL CORPORATION - Ocotillo Campus,INTC,537326.62639,100.0
INTEL CORP,INTEL CORPORATION ALOHA CAMPUS,INTC,24309.501,100.0
INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF CHEMICAL HOLDINGS INC,IFF,35920.466,100.0
INTERNATIONAL FLAVORS & FRAGRANCES INC,Solae LLC,IFF,21328.72,100.0
INTERNATIONAL PAPER CO,International Paper - Pensacola Mill,IP,310853.906,100.0
INTERNATIONAL PAPER CO,International Paper - New Bern Mill,IP,97271.516,100.0
INTERNATIONAL PAPER CO,International Paper-Franklin Mill,IP,80669.804,100.0
INTERNATIONAL PAPER CO,International Paper-Courtland Mill,IP,101435.25,100.0
INTERNATIONAL PAPER CO,International Paper - Vicksburg Mill,IP,144097.91,100.0
INTERNATIONAL PAPER CO,International Paper - Red River Mill,IP,178255.118,100.0
INTERNATIONAL PAPER CO,International Paper - Pine Hill Mill,IP,207346.826,100.0
INTERNATIONAL PAPER CO,International Paper - Springfield Mill,IP,108506.918,100.0
INTERNATIONAL PAPER CO,International Paper-Port Wentworth,IP,113129.974,100.0
INTERNATIONAL PAPER CO,INTERNATIONAL PAPER - BOGALUSA MILL,IP,125076.3,100.0
INTERNATIONAL PAPER CO,International Paper - Mansfield Mill,IP,784042.406,100.0
INTERNATIONAL PAPER CO,International Paper - Orange Mill,IP,334174.932,100.0
INTERNATIONAL PAPER CO,International Paper - Flint River Mill,IP,172972.032,100.0
INTERNATIONAL PAPER CO,International Paper-Eastover Mill,IP,283345.758,100.0
INTERNATIONAL PAPER CO,INTERNATIONAL PAPER - HENDERSON MILL,IP,49461.564,100.0
INTERNATIONAL PAPER CO,International Paper - Columbus Mill,IP,147988.95,100.0
INTERNATIONAL PAPER CO,International Paper ROME LINERBOARD MILL,IP,311868.82,100.0
INTERNATIONAL PAPER CO,International Paper - Valliant Mill,IP,481536.622,100.0
INTERNATIONAL PAPER CO,International Paper-Riverdale Mill,IP,303930.148,100.0
INTERNATIONAL PAPER CO,INTERNATIONAL PAPER SAVANNA MILL,IP,350976.376,100.0
INTERNATIONAL PAPER CO,International Paper Ticonderoga Mill,IP,197817.424,100.0
INTERNATIONAL PAPER CO,International Paper-Prattville Mill,IP,394136.53,100.0
INTERNATIONAL PAPER CO,International Paper-Riegelwood,IP,320681.186,100.0
INTERNATIONAL PAPER CO,International Paper Company - Newport Mill,IP,29080.0,100.0
INTERNATIONAL PAPER CO,International Paper - Maysville Mill,IP,63445.5,100.0
INTERNATIONAL PAPER CO,International Paper - Georgetown Mill,IP,310006.89,100.0
INTERNATIONAL PAPER CO,International Paper Franklin Landfill,IP,153786.25,100.0
INTERNATIONAL PAPER CO,International Paper - Erie Lowville Landfill III,IP,56723.25,100.0
INTERNATIONAL PAPER CO,International Paper Former Bastrop Mill Landfill,IP,27167.75,100.0
INTERNATIONAL PAPER CO,International Paper Mobile Closed Landfill,IP,37689.0,100.0
INTERNATIONAL PAPER CO,International Paper Rock Crossing Landfill,IP,28962.75,100.0
JELD-WEN HOLDING INC,"JELD-WEN, INC.",JELD,49293.774,100.0
KAISER ALUMINUM CORP,Kaiser Aluminum Washington,KALU,106233.0,100.0
KAISER ALUMINUM CORP,KAISER ALUMINUM (0145010093),KALU,24895.956,100.0
KELLOGG CO,KELLOGG COMPANY,K,13480.5,100.0
KELLOGG CO,KELLOGG USA INC,K,31174.632,100.0
KELLOGG CO,KELLOGG LANCASTER CEREAL PLT,K,29405.0,100.0
KELLOGG CO,"KELLOGG USA,INC.",K,26467.4,100.0
KELLOGG CO,PRINGLES MANUFACTURING COMPANY,K,65489.604,100.0
KIMBERLY-CLARK CORP,KIMBERLY CLARK PA LLC/CHESTER OPR,KMB,131613.656,100.0
KIMBERLY-CLARK CORP,KIMBERLY CLARK CORPORATION,KMB,150043.69,100.0
KIMBERLY-CLARK CORP,KIMBERLY-CLARK CORP,KMB,40617.948,100.0
KIMBERLY-CLARK CORP,KIMBERLY-CLARK CORP.,KMB,67137.048,100.0
KIMBERLY-CLARK CORP,KIMBERLY CLARK WORLDWIDE INCORPORATED,KMB,7670.92,100.0
KIMBERLY-CLARK CORP,KIMBERLY-CLARK TISSUE COMPANY,KMB,293472.696,100.0
KIMBERLY-CLARK CORP,KIMBERLY-CLARK CORP-JENKS FAC,KMB,120914.644,100.0
KIMBERLY-CLARK CORP,KIMBERLY-CLARK CORP OWENSBORO OPERATIONS,KMB,83559.836,100.0
KIMBERLY-CLARK CORP,KIMBERLY-CLARK TISSUE MILL,KMB,149925.436,100.0
KINDER MORGAN INC,"NGPL Station 198 Knoxville, IA",KMI,6702.278,100.0
KINDER MORGAN INC,TGP Station 241 Lafayette,KMI,34078.33,100.0
KINDER MORGAN INC,TGP Station 229 Hamburg,KMI,9358.97,100.0
KINDER MORGAN INC,"SNG Station 5211 Gwinville, MS",KMI,53135.022,50.0
KINDER MORGAN INC,"SNG Station 5122 Franklinton, LA",KMI,19324.046,50.0
KINDER MORGAN INC,"SNG Station 5222 Enterprise, MS",KMI,79694.846,50.0
KINDER MORGAN INC,"SLNG Elba Island Terminal Savannah, GA",KMI,81565.722,100.0
KINDER MORGAN INC,TGP Station 313 Coudersport,KMI,35732.78,100.0
KINDER MORGAN INC,"TGP Station 860 Centerville, TN",KMI,77521.392,100.0
KINDER MORGAN INC,TGP Station 214 Carrollton,KMI,64715.768,100.0
KINDER MORGAN INC,TGP Station 249 Carlisle,KMI,19216.786,100.0
KINDER MORGAN INC,Arkansas Loop & Simpson Treating Plants,KMI,339714.762,49.0
KINDER MORGAN INC,TGP Station 209 CAMBRIDGE (Cumberland),KMI,53262.962,100.0
KINDER MORGAN INC,"SNG Station 5216 Bay Springs, MS",KMI,41957.35,50.0
KINDER MORGAN INC,"SNG Station 4020 Bear Creek Storage, LA",KMI,30548.346,100.0
KINDER MORGAN INC,"SNG Station 5110 Toca, LA",KMI,21614.93,50.0
KINDER MORGAN INC,"TGP Station 47 West Monroe, LA",KMI,13624.858,100.0
KINDER MORGAN INC,"SNG Station 5010 White Castle, LA",KMI,31231.708,50.0
KINDER MORGAN INC,TGP Station 307 Pigeon (Kane),KMI,44398.788,100.0
KINDER MORGAN INC,"SNG Station 5130 Pearl River, MS",KMI,1018.998,50.0
KINDER MORGAN INC,"SNG Station 5277 Ocmulgee, GA",KMI,30284.81,50.0
KINDER MORGAN INC,"SNG Station 4310 Muldon Storage, MS",KMI,33567.092,50.0
KINDER MORGAN INC,TGP Station 219 Mercer,KMI,38840.364,100.0
KINDER MORGAN INC,"EPNG Station 6312 Cornudas, TX",KMI,134098.572,100.0
KINDER MORGAN INC,"EPNG Station 6521 Eunice A, NM",KMI,11348.518,100.0
KINDER MORGAN INC,"EPNG Station 6735 Hackberry, AZ",KMI,42790.198,100.0
KINDER MORGAN INC,"EPNG Station 6335 Hueco, TX",KMI,59940.69,100.0
KINDER MORGAN INC,"EPNG Station 6339 Keystone, TX",KMI,24321.838,100.0
KINDER MORGAN INC,"CIG Station 5560 Kit Carson, CO",KMI,25318.568,100.0
KINDER MORGAN INC,"EPNG Station 6750 Leupp, AZ",KMI,84668.0,100.0
KINDER MORGAN INC,"EPNG Station 6741 Alamo Lake, AZ",KMI,23975.126,100.0
KINDER MORGAN INC,"TGP Station 40 Natchitoches, LA",KMI,27532.804,100.0
KINDER MORGAN INC,"EPNG Station 1775 Mojave Topock, AZ",KMI,44992.864,100.0
KINDER MORGAN INC,"CIG Station 5950 Watkins, CO",KMI,57120.85,100.0
KINDER MORGAN INC,"EPNG Station 6796 Window Rock, AZ",KMI,94444.886,100.0
KINDER MORGAN INC,"NGPL Station 109 Harper, IA",KMI,66432.692,100.0
KINDER MORGAN INC,Lamar Compressor Station,KMI,41543.208,50.0
KINDER MORGAN INC,EPNG Station 6210 Bondad,KMI,41815.098,100.0
KINDER MORGAN INC,"EPNG Station 6755 Navajo, AZ",KMI,38100.538,100.0
KINDER MORGAN INC,"EPNG Station 6560 Pecos River, NM",KMI,58899.19,100.0
KINDER MORGAN INC,"CIG Station 5850 Cheyenne, CO",KMI,61544.77,100.0
KINDER MORGAN INC,"CIG Station 5660 Rawlins, WY",KMI,11247.368,100.0
KINDER MORGAN INC,"WIC Station 7950 Douglas, WY",KMI,30650.794,100.0
KINDER MORGAN INC,"CIG Station 5440 Mocane, OK",KMI,37238.62,100.0
KINDER MORGAN INC,"EPNG Station 6793 Wenden, AZ",KMI,33845.782,100.0
KINDER MORGAN INC,"NGPL Station 308, Biggers, AR",KMI,22307.036,100.0
KINDER MORGAN INC,"MEP Station 3 Perryville, LA",KMI,52782.008,50.0
KINDER MORGAN INC,"NGPL Station 309, Marble Hill, MO",KMI,42165.724,100.0
KINDER MORGAN INC,"NGPL Station 107 Emerson, IA",KMI,54477.006,100.0
KINDER MORGAN INC,"NGPL Station 311 Hammond, IL",KMI,18029.318,100.0
KINDER MORGAN INC,"NGPL Station 108 Truro, IA",KMI,40127.998,100.0
KINDER MORGAN INC,YATES GAS PLANT,KMI,107979.952,100.0
KINDER MORGAN INC,"Copano Energy Houston Central Plant, TX",KMI,561409.918,100.0
KINDER MORGAN INC,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",KMI,173805.052,100.0
KINDER MORGAN INC,SACROC CO2 TREATMENT,KMI,467181.75,100.0
KINDER MORGAN INC,SNYDER GAS PLANT,KMI,65494.612,100.0
KINDER MORGAN INC,"NGPL Station 310 Centralia, IL",KMI,22167.682,100.0
KINDER MORGAN INC,"NGPL Station 103, Minneola, KS",KMI,42394.008,100.0
KINDER MORGAN INC,"NGPL Station 201 Storage, Herscher, IL",KMI,24905.386,100.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - CARRYVILLE,KMI,41261.678,50.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - FRANKLINTON,KMI,60714.36,50.0
KINDER MORGAN INC,"NGPL Station 802, Paris, TX",KMI,33740.634,100.0
KINDER MORGAN INC,"NGPL Station 106 Beatrice, NE",KMI,27768.31,100.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - Mt VERNON,KMI,121151.144,50.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - MUNSON,KMI,131735.226,50.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - ORLANDO,KMI,29020.958,50.0
KINDER MORGAN INC,"NGPL Station 206 Storage, St Elmo, IL",KMI,43941.784,100.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - PERRY STATION,KMI,64178.95,50.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,KMI,40129.806,50.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - QUINCY,KMI,87242.7,50.0
KINDER MORGAN INC,"NGPL Station 342 Johnson's Bayou, LA",KMI,17288.15,100.0
KINDER MORGAN INC,"MEP Station 4 Vicksburg, MS",KMI,53447.708,50.0
KINDER MORGAN INC,"NGPL Station 105 Glasco, KS",KMI,70636.904,100.0
KINDER MORGAN INC,"NGPL Station 307, Searcy, AR",KMI,29919.618,100.0
KINDER MORGAN INC,"KMTP Station 553 Katy, TX",KMI,53311.568,100.0
KINDER MORGAN INC,"NGPL Station 110 Geneseo, IL",KMI,37075.91,100.0
KINDER MORGAN INC,"MEP Atlanta Station 2, TX",KMI,54990.45,50.0
KINDER MORGAN INC,"NGPL Station 801, Ratliff City, OK",KMI,38536.728,100.0
KINDER MORGAN INC,"NGPL Station 195 Haddam, KS",KMI,5688.034,100.0
KINDER MORGAN INC,"KM Tejas Station 2, TX",KMI,27993.252,100.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - TRENTON,KMI,25497.376,50.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,KMI,54343.566,50.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - ZACHARY,KMI,56723.53,50.0
KINDER MORGAN INC,"KMTP Station 581 Markham, TX",KMI,19395.59,100.0
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - SILVER SPRINGS,KMI,39605.714,50.0
KINDER MORGAN INC,"KMTP Station 552 Kennedy, TX",KMI,38139.222,100.0
KINDER MORGAN INC,"KM Tejas Fandango Plant, TX",KMI,71.8,100.0
KINDER MORGAN INC,"Kinder Morgan Altamont LLC Altamont Gas Plant, Altamont, UT",KMI,41521.598,100.0
KINDER MORGAN INC,"Kinder Morgan Altamont LLC Bluebell Gas Plant, Roosevelt, UT",KMI,97196.362,100.0
KINDER MORGAN INC,"TGP Station 823 Kinder, LA",KMI,64459.558,100.0
KINDER MORGAN INC,TGP Station 245 West Winfield,KMI,15247.804,100.0
KINDER MORGAN INC,"Scissortail Energy Featherston Station Quinton, OK",KMI,52177.336,100.0
KINDER MORGAN INC,RUSSELL CMP STN,KMI,47343.742,50.0
KINDER MORGAN INC,"TGP Station 200 Greenup, KY",KMI,74764.35,100.0
KINDER MORGAN INC,"NGPL Station 388 Storage, Longview, TX",KMI,26651.49,100.0
KINDER MORGAN INC,"EPNG Station 6794 Williams, AZ",KMI,68908.812,100.0
KINDER MORGAN INC,"NGPL Station 194 Wilson, KS",KMI,10577.316,100.0
KINDER MORGAN INC,"WIC Station 7938 Snake River, CO",KMI,16463.842,100.0
KINDER MORGAN INC,"CIG Station 5610 Greasewood, CO",KMI,11092.566,100.0
KINDER MORGAN INC,Galena Park Terminal,KMI,27506.596,100.0
KINDER MORGAN INC,"SNG Station 5283 Hall Gate, GA",KMI,18947.704,50.0
KINDER MORGAN INC,"TGP Station 071 Middleton, TN",KMI,22414.228,100.0
KINDER MORGAN INC,"EPNG Station 6550 Monument Plant, NM",KMI,19373.408,100.0
KINDER MORGAN INC,TGP Station 254 Nassau,KMI,22360.822,100.0
KINDER MORGAN INC,"EPNG Station 6770 Oracle, AZ",KMI,46173.58,100.0
KINDER MORGAN INC,"EPNG Station 6348 Plains, TX",KMI,56003.738,100.0
KINDER MORGAN INC,TGP Station 325 Sussex,KMI,64455.564,100.0
KINDER MORGAN INC,"SNG Station 4152 Tarrant, AL",KMI,50708.32,50.0
KINDER MORGAN INC,"SNG Station 5272 Thomaston, GA",KMI,39124.126,50.0
KINDER MORGAN INC,"EPNG Station 6398, Wink, TX",KMI,3482.094,100.0
KINDER MORGAN INC,"SNG Station 5230 York, AL",KMI,19850.732,50.0
KINDER MORGAN INC,"KMTP Station 555 Goodrich, TX",KMI,37224.874,100.0
KINDER MORGAN INC,"KMBP Brooks County Station, TX",KMI,20555.326,100.0
KINDER MORGAN INC,"EPNG Station 6311 El Paso, TX",KMI,90708.58,100.0
KINDER MORGAN INC,"Scissortail Energy Paden Processing Plant Paden, OK",KMI,15065.662,100.0
KINDER MORGAN INC,"NGPL Station 305, Texarkana, AR",KMI,3355.944,100.0
KINDER MORGAN INC,"NGPL Station 306, Malvern, AR",KMI,32046.73,100.0
KINDER MORGAN INC,"TGP Station 096 Campbellsville, KY",KMI,32720.87,100.0
KINDER MORGAN INC,TGP Station 321 Clifford,KMI,55467.106,100.0
KINDER MORGAN INC,"TGP Station 546 Columbus, MS",KMI,73423.756,100.0
KINDER MORGAN INC,"SNG Station 5267 Ellerslie, GA",KMI,17184.468,50.0
KINDER MORGAN INC,EPNG Station 6526 Blanco,KMI,18021.656,100.0
