IEFA: iShares Core MSCI EAFE ETF
Inception Date: 2012-10-18
Fund Holdings as of: 2022-04-13
Total Assets Under Management (in thousands):	98741000
Shares Outstanding: 1445600000
Expense Ratio: 0.07%
Tracks This Index: MSCI EAFE Investable Market Index
ETF Database Category: Foreign Large Cap Equities
Issuer: Blackrock Financial Management
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IEFA


Holding,Symbol,Weighting
"Sanrio Company, Ltd.",8136,0.01%
Itochu Techno-Solutions Corporation,4739,0.01%
National Express Group PLC,NEX,0.01%
Aiful Corporation,8515,0.01%
Genus plc,GNS,0.01%
"AEON Mall Co., Ltd.",8905,0.01%
OUTSOURCING Inc.,2427,0.01%
FUJI CORPORATION,6134,0.01%
Keikyu Corporation,9006,0.01%
Golden Ocean Group Ltd,GOGL,0.01%
Siltronic AG,WAF,0.01%
Regis Resources Limited,RRL,0.01%
Advanced Medical Solutions Group plc,AMS,0.01%
Fnac Darty SA,FNAC,0.01%
"Hokuhoku Financial Group, Inc.",8377,0.01%
St.Galler Kantonalbank AG,SGKN,0.01%
HomeCo Daily Needs REIT,HDN,0.01%
Fiverr International Ltd.,FVRR,0.01%
ITM Power PLC,ITM,0.01%
"Japan Airlines Co., Ltd.",9201,0.01%
Varta AG,VAR1,0.01%
QinetiQ Group plc,QQ,0.01%
"Kotobuki Spirits Co., Ltd.",2222,0.01%
AFRY AB Class B,AFRY,0.01%
"Construcciones y Auxiliar de Ferrocarriles, S.A.",CAF,0.01%
"NSD Co., Ltd.",9759,0.01%
HORNBACH Holding AG & Co. KGaA,HBH,0.01%
"Seibu Holdings, Inc.",9024,0.01%
ADVA Optical Networking SE TEMP,ADVV,0.01%
DERIVATIVE SECURITIES (OTHER),Other,0.0%
EQUITY OTHER,Other,0.0%
Nano Dimension Ltd Sponsored ADR,NNDM,0.0%
Target Healthcare REIT PLC,THRL,0.0%
Van Lanschot Kempen NV cert. of shs,VLK,0.0%
Fastned BV Shs Depositary Receipt 1 Shs,FAST,0.0%
Implantica Inc. Shs A Swedish Depositary Receipt Repr 1 Sh A,IMP.A,0.0%
BlackRock Cash Funds Prime SL Agency Shares,TBBYL4.F,0.0%
Schaeffler AG,SHA,0.0%
Einhell Germany AG Pref,EIN3,0.0%
Draegerwerk AG & Co. KGaA Pref,DRW3,0.0%
Danieli & C.Officine Meccaniche SPA Az. di risp. Non Conv.,DANR,0.0%
STO SE & Co. KGaA Vorz.Akt. ohne Stimmrecht,STO3,0.0%
Marshalls PLC Sub.Shs Subscription Shs (Claims Purposes),Other,0.0%
G8 Education Limited,GEM,0.0%
"NIPPON ROAD CO., LTD.",1884,0.0%
Perfect Medical Health Management Limited,1830,0.0%
Agfa-Gevaert NV,AGFB,0.0%
LINK Mobility Group Holding ASA,LINK,0.0%
Prashkovsky Investments & Construction Ltd.,PRSK,0.0%
Metropole Television SA,MMT,0.0%
"IRISO Electronics Co., Ltd.",6908,0.0%
Cellebrite DI Ltd.,CLBT,0.0%
Valora Holding AG,VALN,0.0%
Shurgard Self Storage SA,SHUR,0.0%
Sakata Inx Corp.,4633,0.0%
"Jaccs Co., Ltd.",8584,0.0%
Betsson AB Class B,BETS.B,0.0%
Pacific Textiles Holdings Limited,1382,0.0%
Objective Corporation Limited,OCL,0.0%
Hutchison Telecommunications Hong Kong Holdings Limited,215,0.0%
Camurus AB,CAMX,0.0%
"Nippon Parking Development Co., Ltd.",2353,0.0%
"Riken Keiki Co., Ltd.",7734,0.0%
"Oisix ra daichi, Inc.",3182,0.0%
Luceco PLC,LUCE,0.0%
Singapore Post Ltd.,S08,0.0%
Basware Oyj,BAS1V,0.0%
transcosmos Inc.,9715,0.0%
ENCE Energia y Celulosa SA,ENC,0.0%
Cognyte Software Ltd.,CGNT,0.0%
Technicolor SA,TCH,0.0%
"Broadleaf Co., Ltd.",3673,0.0%
"Tsubaki Nakashima Co., Ltd",6464,0.0%
Kelsian Group Limited,KLS,0.0%
NRW Holdings Limited,NWH,0.0%
Charter Hall Social Infrastructure REIT,CQE,0.0%
"Nippon Seiki Co., Ltd.",7287,0.0%
Johnson Electric Holdings Limited,179,0.0%
Starhill Global Real Estate Investment Trust,P40U,0.0%
"Fuji Kyuko Co., Ltd.",9010,0.0%
Kyoei Steel Ltd.,5440,0.0%
"Nishimatsuya Chain Co., Ltd.",7545,0.0%
"Fujiya Co., Ltd.",2211,0.0%
SARAS S.p.A. - Raffinerie Sarde,SRS,0.0%
Rieter Holding AG,RIEN,0.0%
"Seiren Co., Ltd.",3569,0.0%
XXL ASA,XXL,0.0%
Hotel Chocolat Group Plc,HOTC,0.0%
Zip Co Ltd.,Z1P,0.0%
Medacta Group SA,MOVE,0.0%
Malam-Team Ltd.,MLTM,0.0%
NeoGames SA,NGMS,0.0%
Zensun Enterprises Limited,185,0.0%
"Belluna Co., Ltd.",9997,0.0%
Apollo Future Mobility Group Limited,860,0.0%
"Bengo4.com, Inc.",6027,0.0%
"MITSUI-SOKO HOLDINGS Co., Ltd.",9302,0.0%
Bobst Group SA,BOBNN,0.0%
Shun Tak Holdings Limited,242,0.0%
Appen Ltd.,APX,0.0%
"Meiko Electronics Co., Ltd.",6787,0.0%
Starts Proceed Investment Corporation,8979,0.0%
"Fujimori Kogyo Co., Ltd.",7917,0.0%
Fagerhult AB,FAG,0.0%
Aker Carbon Capture ASA,ACC,0.0%
Beneteau SA,BEN,0.0%
TomTom NV,TOM2,0.0%
TORM PLC Class A,TRMD.A,0.0%
"Sodick Co., Ltd.",6143,0.0%
MARR SpA,MARR,0.0%
Chinese Estates Holdings Ltd.,127,0.0%
Carmila SAS,CARM,0.0%
Sa Sa International Holdings Limited,178,0.0%
"Yonex Co., Ltd.",7906,0.0%
Re:NewCell AB,RENEW,0.0%
Go-Ahead Group plc,GOG,0.0%
Lar Espana Real Estate SOCIMI SA,LRE,0.0%
Starts Corporation Inc.,8850,0.0%
"BELLSYSTEM24 Holdings, Inc.",6183,0.0%
Bertrandt AG,BDT,0.0%
PAX Global Technology Limited,327,0.0%
Isracard Ltd.,ISCD,0.0%
"Katakura Industries Co., Ltd.",3001,0.0%
"TOC Co., Ltd.",8841,0.0%
SYNLAB AG,SYAB,0.0%
"Shinmaywa Industries,Ltd.",7224,0.0%
"Pharma Foods International Co., Ltd.",2929,0.0%
GVS S.p.A,GVS,0.0%
JIG-SAW INC.,3914,0.0%
Snow Peak.Inc.,7816,0.0%
Distribuidora Internacional de Alimentacion SA,DIA,0.0%
Victoria PLC,VCP,0.0%
Alliance Pharma plc,APH,0.0%
"Adastria Co.,Ltd.",2685,0.0%
Plus Alpha Consulting Co. LTD.,4071,0.0%
LeoVegas AB,LEO,0.0%
Emeco Holdings Limited,EHL,0.0%
Troax Group AB Class A,TROAX,0.0%
Kier Group plc,KIE,0.0%
Sabre Insurance Group Plc,SBRE,0.0%
"MedPeer, Inc.",6095,0.0%
PALFINGER AG,PAL,0.0%
EMIS Group plc,EMIS,0.0%
Elan Corp.,6099,0.0%
Medical Data Vision Co.Ltd.,3902,0.0%
"MOS FOOD SERVICES, INC.",8153,0.0%
Hirata Corporation,6258,0.0%
Lifestyle International Holdings Limited,1212,0.0%
Universal Entertainment Corporation,6425,0.0%
Moonpig Group Plc,MOON,0.0%
SkiStar AB Class B,SKIS.B,0.0%
ATOSS Software AG,AOF,0.0%
IR Japan Holdings Ltd.,6035,0.0%
Hilan Ltd.,HLAN,0.0%
Judges Scientific plc,JDG,0.0%
Picton Property Income Limited,PCTN,0.0%
Nanosonics Limited,NAN,0.0%
Lime Technologies AB,LIME,0.0%
Retailors Ltd,RTLS,0.0%
Comba Telecom Systems Holdings Limited,2342,0.0%
Vivo Energy Plc,VVO,0.0%
"Aida Engineering,Ltd.",6118,0.0%
"BML , Inc.",4694,0.0%
Hosiden Corp.,6804,0.0%
"GOLDCREST Co., Ltd.",8871,0.0%
"Riso Kyoiku Co., Ltd.",4714,0.0%
Bridgepoint Group Plc,BPT,0.0%
RVRC Holding AB,RVRC,0.0%
"Sakai Moving Service Co., Ltd.",9039,0.0%
Perion Network Ltd,PERI,0.0%
Argo Blockchain Plc,ARB,0.0%
SOL S.p.A.,SOL,0.0%
Kitanotatsujin Corp.,2930,0.0%
PPK Group Limited,PPK,0.0%
"RENOVA, Inc.",9519,0.0%
RS Technologies Co. Ltd.,3445,0.0%
"Nippon Carbon Co., Ltd.",5302,0.0%
"Tama Home Co., Ltd.",1419,0.0%
Basler AG,BSL,0.0%
OKAMURA CORP,7994,0.0%
"Nissan Shatai Co., Ltd.",7222,0.0%
X-FAB Silicon Foundries SE,XFAB,0.0%
Medartis Holding AG,MED,0.0%
PZ Cussons Plc,PZC,0.0%
SKY Perfect JSAT Holdings Inc.,9412,0.0%
Shima Seiki Mfg. Ltd.,6222,0.0%
SAN-AI OBBLI CO. LTD,8097,0.0%
Mayne Pharma Group Limited,MYX,0.0%
M. Yochananof & Sons (1988) Ltd.,YHNF,0.0%
Delta Galil Industries Ltd.,DELT,0.0%
Mitsubishi Research Institute,3636,0.0%
Dicker Data Limited,DDR,0.0%
BHG Group AB,BHG,0.0%
Soltec Power Holdings SA,SOL,0.0%
Growthpoint Properties Australia,GOZ,0.0%
PVA TePla AG,TPE,0.0%
Nichicon Corporation,6996,0.0%
"Valor Holdings Co., Ltd.",9956,0.0%
Quantafuel ASA,QFUEL,0.0%
Okinawa Cellular Telephone Company,9436,0.0%
"Seria Co., Ltd.",2782,0.0%
29metals Ltd.,29M,0.0%
Nohmi Bosai Ltd.,6744,0.0%
Pinnacle Investment Management Group Limited,PNI,0.0%
"Takasago Thermal Engineering Co., Ltd.",1969,0.0%
Compagnie des Alpes SA,CDA,0.0%
Tyman Plc,TYMN,0.0%
Sunevision Holdings Ltd.,1686,0.0%
Meidensha Corporation,6508,0.0%
Leonteq AG,LEON,0.0%
"Daikokutenbussan Co., Ltd.",2791,0.0%
"Japan Wool Textile Co., Ltd.",3201,0.0%
Accent Group Ltd,AX1,0.0%
"Medley, Inc.",4480,0.0%
Retail Estates NV,RET,0.0%
"Nippon Kanzai Co., Ltd.",9728,0.0%
Mega Or Holdings Ltd,MGOR,0.0%
Sparebank 1 Ostlandet,SPOL,0.0%
Television Francaise 1 SA,TFI,0.0%
Sensirion Holding AG,SENS,0.0%
NTG Nordic Transport Group A/S,NTG,0.0%
Watkin Jones Plc,WJG,0.0%
San-in Godo Bank Ltd.,8381,0.0%
"KFC Holdings Japan, Ltd.",9873,0.0%
Electra Consumer Products Ltd.,ECP,0.0%
Sangetsu Corporation,8130,0.0%
"SanBio Co., Ltd.",4592,0.0%
Boiron SA,BOI,0.0%
Vastned Retail NV,VASTN,0.0%
Medios AG,ILM1,0.0%
"AEON Delight Co., Ltd.",9787,0.0%
Prime US REIT,OXMU,0.0%
Greencore Group Plc,GNC,0.0%
"Prima Meat Packers,Ltd.",2281,0.0%
Lifenet Insurance Company,7157,0.0%
Espec Corp.,6859,0.0%
"NOMURA Co., Ltd.",9716,0.0%
cBrain A/S,CBRAIN,0.0%
"HEIWADO CO., LTD.",8276,0.0%
"Royal Holdings Co., Ltd.",8179,0.0%
MECOM Power & Construction Ltd.,1183,0.0%
Harvia Oyj,HARVIA,0.0%
Lovisa Holdings Ltd.,LOV,0.0%
Aker Horizons ASA,AKH,0.0%
"Konishi Co., Ltd.",4956,0.0%
Alpha FX Group Plc,AFX,0.0%
Takara Bio Inc.,4974,0.0%
"KI-Star Real Estate Co., Ltd.",3465,0.0%
Digital Arts Inc.,2326,0.0%
SAS AB,SAS,0.0%
"Shibaura Machine Co., Ltd.",6104,0.0%
EML Payments Ltd.,EML,0.0%
CTT - Correios de Portugal SA,CTT,0.0%
Monogatari Corporation,3097,0.0%
"Musashino Bank, Ltd.",8336,0.0%
"Yuasa Trading Co., Ltd.",8074,0.0%
"Uchida Yoko Co., Ltd.",8057,0.0%
"Nippon Signal Company, Limited",6741,0.0%
Oxford BioMedica plc,OXB,0.0%
GFT Technologies SE,GFT,0.0%
Perenti Global Limited,PRN,0.0%
"Kyokuto Kaihatsu Kogyo Co., Ltd.",7226,0.0%
Smartgroup Corporation Ltd,SIQ,0.0%
COSCO Shipping International Singapore Co Ltd,F83,0.0%
"Makuake, Inc.",4479,0.0%
Kaufman & Broad SA,KOF,0.0%
Mitchells & Butlers plc,MAB,0.0%
IG Design Group plc,IGR,0.0%
Vobile Group Ltd.,3738,0.0%
Value Partners Group Limited,806,0.0%
Gunze Limited,3002,0.0%
Okuma Corp.,6103,0.0%
"Bunka Shutter Co., Ltd.",5930,0.0%
Kahoot ASA,KAHOT,0.0%
Vossloh AG,VOS,0.0%
City Chic Collective Limited,CCX,0.0%
NTN Corporation,6472,0.0%
Far East Consortium International Limited,35,0.0%
Aubay SA,AUB,0.0%
"Insource Co.,Ltd.",6200,0.0%
Esker SA,ALESK,0.0%
Osaka Organic Chemical Industry Ltd.,4187,0.0%
SG Fleet Group Ltd.,SGF,0.0%
METAWATER Co.Ltd.,9551,0.0%
SAF-HOLLAND SE,SFQ,0.0%
"T. Hasegawa Co., Ltd.",4958,0.0%
Comture Corporation,3844,0.0%
Seiko Holdings Corporation,8050,0.0%
Finnair Oyj,FIA1S,0.0%
Menora Mivtachim Holdings Ltd.,MMHD,0.0%
"Musashi Seimitsu Industry Co., Ltd.",7220,0.0%
FD Technologies PLC,FDP,0.0%
Schoeller-Bleckmann Oilfield Equipment AG,SBO,0.0%
"Cybozu, Inc.",4776,0.0%
Platinum Asset Management Ltd,PTM,0.0%
"PAL GROUP Holdings Co., Ltd.",2726,0.0%
Atlantic Sapphire ASA,ASA,0.0%
Biesse S.p.A.,BSS,0.0%
SmarTone Telecommunications Holdings Limited,315,0.0%
MBB SE,MBB,0.0%
"TOKAI RIKA CO., LTD.",6995,0.0%
"NS United Kaiun Kaisha,Ltd.",9110,0.0%
Craneware plc,CRW,0.0%
"Sanyo Special Steel Co., Ltd.",5481,0.0%
Pact Group Holdings Ltd.,PGH,0.0%
"IGG, Inc.",799,0.0%
"SOSiLA Logistics REIT,Inc.",2979,0.0%
Chiyoda Corp.,6366,0.0%
Maytronics Ltd.,MTRN,0.0%
JTC Plc,JTC,0.0%
Clipper Logistics PLC,CLG,0.0%
Noritz Corporation,5943,0.0%
Polynovo Limited,PNV,0.0%
"Fuji Seal International, Inc.",7864,0.0%
Mister Spex SE,MRX,0.0%
Tadiran Group Ltd,TDRN,0.0%
Kambi Group plc Class B,KAMBI,0.0%
CIR S.p.A. - Compagnie Industriali Riunite,CIR,0.0%
"Vision, Inc. ( Japan)",9416,0.0%
MGM China Holdings Limited,2282,0.0%
Solasto Corp.,6197,0.0%
"Kameda Seika Co., Ltd.",2220,0.0%
AURELIUS Equity Opportunities SE & Co. KGaA,AR4,0.0%
Hansa Biopharma AB,HNSA,0.0%
"CK Life Sciences International (Holdings), Inc.",775,0.0%
Fincantieri SpA,FCT,0.0%
Solar A/S Class B,SOLAR.B,0.0%
Origin Enterprises Plc,OIZ,0.0%
"Information Services International-Dentsu,Ltd.",4812,0.0%
"eGuarantee, Inc.",8771,0.0%
Ai Holdings Corporation,3076,0.0%
Western Areas Limited,WSA,0.0%
"JAC Recruitment Co., Ltd.",2124,0.0%
Inghams Group Ltd.,ING,0.0%
Credito Emiliano S.p.A.,CE,0.0%
YouGov plc,YOU,0.0%
"Totetsu Kogyo Co., Ltd.",1835,0.0%
BayWa AG,BYW6,0.0%
"Nissin Electric Co., Ltd.",6641,0.0%
"Maeda Kosen Co., Ltd.",7821,0.0%
RAKSUL INC.,4384,0.0%
Nearmap Ltd.,NEA,0.0%
"Ringer Hut Co., Ltd.",8200,0.0%
Bike24 Holding AG,BIKE,0.0%
Scandic Hotels Group AB,SHOT,0.0%
Manulife US REIT,BTOU,0.0%
Kitz Corporation,6498,0.0%
"Nagawa Co., Ltd.",9663,0.0%
"KOMERI CO., LTD.",8218,0.0%
"TPR Co., Ltd.",6463,0.0%
"Sanken Electric Co., Ltd.",6707,0.0%
"JTOWER, Inc.",4485,0.0%
Maruha Nichiro Corp.,1333,0.0%
"Nextage Co., Ltd.",3186,0.0%
GARO AB,GARO,0.0%
Paradox Interactive AB,PDX,0.0%
Ascom Holding AG,ASCN,0.0%
Karoon Energy Ltd,KAR,0.0%
RELIEF THERAPEUTICS Holding AG,RLF,0.0%
Integral Diagnostics Ltd,IDX,0.0%
Realord Group Holdings Limited,1196,0.0%
"Kaga Electronics Co., Ltd.",8154,0.0%
iFAST Corporation Ltd,AIY,0.0%
"Hokkoku Financial Holdings,Inc.",7381,0.0%
Cellectis SA,ALCLS,0.0%
TOD\'S S.p.A.,TOD,0.0%
Oiles Corporation,6282,0.0%
home24 SE,H24,0.0%
EC Healthcare,2138,0.0%
Warehouse REIT PLC,WHR,0.0%
Tobii Dynavox AB,TDVOX,0.0%
MIDAC HOLDINGS CO. LTD.,6564,0.0%
Digital Bros S.p.A.,DIB,0.0%
Empiric Student Property Plc,ESP,0.0%
Keppel Pacific Oak US REIT,CMOU,0.0%
Peach Property Group AG,PEAN,0.0%
Grenergy Renovables S.A,GRE,0.0%
Select Harvests Limited,SHV,0.0%
Hokuriku Electric Power Company,9505,0.0%
"Sanyo Denki Co., Ltd.",6516,0.0%
Aichi Steel Corporation,5482,0.0%
"Mimasu Semiconductor Industry Co., Ltd.",8155,0.0%
United Malt Group Ltd.,UMG,0.0%
Kamux Oyj,KAMUX,0.0%
TX Group AG,TXGN,0.0%
Bonduelle SCA,BON,0.0%
Strix Group PLC,KETL,0.0%
"Plenus Co., Ltd.",9945,0.0%
"Fuji Media Holdings, Inc.",4676,0.0%
Arata Corporation,2733,0.0%
YA-MAN Ltd.,6630,0.0%
"Kiyo Bank, Ltd.",8370,0.0%
EFG International AG,EFGN,0.0%
Cafe de Coral Holdings Ltd.,341,0.0%
"Shiga Bank, Ltd.",8366,0.0%
USEN-NEXT HOLDINGS Co.Ltd.,9418,0.0%
Gym Group Plc,GYM,0.0%
Attendo AB,ATT,0.0%
Lifestyle Communities Ltd,LIC,0.0%
Nichiha Corporation,7943,0.0%
"Okamoto Industries, Inc.",5122,0.0%
Bonheur ASA,BONHR,0.0%
"Kato Sangyo Co., Ltd.",9869,0.0%
RHI Magnesita NV,RHIM,0.0%
SMCP SA,SMCP,0.0%
KeePer Technical Laboratory Co.Ltd.,6036,0.0%
Maxell. Ltd.,6810,0.0%
"BELC Co., Ltd.",9974,0.0%
Isras Investment Co. Ltd.,ISRS,0.0%
Hokuto Corporation,1379,0.0%
Ypsomed Holding AG,YPSN,0.0%
CropEnergies AG,CE2,0.0%
"Septeni Holdings Co., Ltd.",4293,0.0%
Data#3 Limited.,DTL,0.0%
"Koshidaka Holdings Co., Ltd.",2157,0.0%
MorphoSys AG,MOR,0.0%
Citycon Oyj,CTY1S,0.0%
"MEDIA DO Co., Ltd.",3678,0.0%
Spinnova Oy,SPINN,0.0%
Humble Group AB,HUMBLE,0.0%
SB Technology Corp.,4726,0.0%
Cineworld Group plc,CINE,0.0%
Kogan.com Ltd.,KGN,0.0%
Hiday Hidaka Corp.,7611,0.0%
UK Commercial Property Reit Limited,UKCM,0.0%
Clarkson PLC,CKN,0.0%
Shikoku Chemicals Corporation,4099,0.0%
ORO Co. Ltd.,3983,0.0%
Civitas Social Housing Plc,CSH,0.0%
adesso SE,ADN1,0.0%
Dios Fastigheter AB,DIOS,0.0%
TechMatrix Corporation,3762,0.0%
Vestum AB,VESTUM,0.0%
Recticel SA,REC,0.0%
Sasseur Real Estate Investment Trust,CRPU,0.0%
MIRAI Corporation,3476,0.0%
"FUKUSHIMA GALILEI CO., LTD.",6420,0.0%
NCC Group plc,NCC,0.0%
Caverion Oyj,CAV1V,0.0%
Creades AB Class A,CRED.A,0.0%
"Nippon Ceramic Co., Ltd.",6929,0.0%
"Keiyo Co., Ltd.",8168,0.0%
TADANO Ltd.,6395,0.0%
ioneer Limited,INR,0.0%
Saga plc,SAGA,0.0%
DO & CO Aktiengesellschaft,DOC,0.0%
One REIT. Inc.,3290,0.0%
Banca IFIS S.p.A.,IF,0.0%
BIG Shopping Centers Ltd.,BIG,0.0%
"Create SD Holdings Co., Ltd.",3148,0.0%
COLTENE Holding AG,CLTN,0.0%
"Sansan, Inc.",4443,0.0%
"BASE, Inc.",4477,0.0%
"Keiyo Bank, Ltd.",8544,0.0%
Westwing Group SE,WEW,0.0%
BW Energy Ltd.,BWE,0.0%
Hokuetsu Corporation,3865,0.0%
"VT Holdings Co., Ltd.",7593,0.0%
Montana Aerospace AG,AERO,0.0%
SolGold Plc,SOLG,0.0%
Tinexta SpA,TNXT,0.0%
M&A Capital Partners Co. Ltd.,6080,0.0%
Haitong International Securities Group Limited,665,0.0%
Dustin Group AB,DUST,0.0%
Fattal Holdings (1998) Ltd.,FTAL,0.0%
Molecular Partners AG,MOLN,0.0%
ElringKlinger AG,ZIL2,0.0%
MPC Container Ships ASA,MPCC,0.0%
MFE-MediaForEurope NV Class B,MFEB,0.0%
IDEC Corporation,6652,0.0%
"Open Door, Inc.",3926,0.0%
Sheng Siong Group Ltd.,OV8,0.0%
AB Dynamics plc,ABDP,0.0%
secunet Security Networks AG,YSN,0.0%
"Onward Holdings Co., Ltd.",8016,0.0%
Riso Kagaku Corporation,6413,0.0%
ASKUL Corporation,2678,0.0%
SGL Carbon SE,SGL,0.0%
"Fullcast Holdings Co., Ltd.",4848,0.0%
Frencken Group Limited,E28,0.0%
"WealthNavi, Inc.",7342,0.0%
AKKA Technologies SE,AKA,0.0%
SThree plc,STEM,0.0%
REC Silicon ASA,RECSI,0.0%
Rank Group Plc,RNK,0.0%
Direct Marketing MiX Inc.,7354,0.0%
NMC Health PLC,NMC,0.0%
"J-Oil Mills, Inc.",2613,0.0%
"Showa Sangyo Co., Ltd.",2004,0.0%
Redbubble Ltd.,RBL,0.0%
Webuild S.p.A.,WBD,0.0%
Sunlight Real Estate Investment Trust,435,0.0%
Avon Protection PLC,AVON,0.0%
Electra Real Estate Ltd.,ELCRE,0.0%
"Doshisha Co., Ltd.",7483,0.0%
Exedy Corporation,7278,0.0%
Meltwater N.V.,MWTR,0.0%
Saipem S.p.A.,SPM,0.0%
"Fuyo General Lease Co., Ltd.",8424,0.0%
N.V. Mithra Pharmaceuticals S.A.,MITRA,0.0%
"Japan Elevator Service Holdings Co., Ltd.",6544,0.0%
Polar Capital Holdings Plc,POLR,0.0%
Clinuvel Pharmaceuticals Limited,CUV,0.0%
Australian Strategic Materials Ltd,ASM,0.0%
Pexip Holding ASA,PEXIP,0.0%
Jumbo Interactive Limited,JIN,0.0%
Bank of Georgia Group Plc,BGEO,0.0%
"Uzabase, Inc.",3966,0.0%
"Fuji Oil Holdings, Inc.",2607,0.0%
Okasan Securities Group Inc.,8609,0.0%
Pack Corporation,3950,0.0%
United Laboratories International Holdings Ltd.,3933,0.0%
Gestamp Automocion S.A.,GEST,0.0%
Ascendas India Trust,CY6U,0.0%
Joyful Honda Co. Ltd.,3191,0.0%
"Towa Pharmaceutical Co., Ltd.",4553,0.0%
HMS Networks AB,HMS,0.0%
Nitta Corporation,5186,0.0%
IDOM Inc.,7599,0.0%
GNI Group Ltd.,2160,0.0%
Eurasia Mining plc,EUA,0.0%
VSTECS Holdings Limited,856,0.0%
Media and Games Invest SE,M8G,0.0%
FIBI Holdings Ltd.,FIBIH,0.0%
Pressance Corporation,3254,0.0%
Borussia Dortmund GmbH & Co. KGaA,BVB,0.0%
"Nippon Soda Co., Ltd.",4041,0.0%
Volution Group plc,FAN,0.0%
ITOCHU Advance Logistics Investment Corp.,3493,0.0%
Liechtensteinische Landesbank AG,LLBN,0.0%
Fielmann AG,FIE,0.0%
Nayax Ltd.,NYAX,0.0%
Zealand Pharma A/S,ZEAL,0.0%
Vulcan Energy Resources Ltd.,VUL,0.0%
"Paramount Bed Holdings Co., Ltd.",7817,0.0%
Brunel International N.V.,BRNL,0.0%
Audax Renovables SA,ADX,0.0%
Siix Corporation,7613,0.0%
Custodian REIT PLC,CREI,0.0%
"Nissei ASB Machine Co,. Ltd.",6284,0.0%
Topre Corporation,5975,0.0%
eDreams ODIGEO,EDR,0.0%
Pasona Group Inc.,2168,0.0%
Deutsche Beteiligungs AG,DBAN,0.0%
"AOKI Holdings, Inc.",8214,0.0%
Johnson Service Group PLC,JSG,0.0%
NANO-X IMAGING LTD,NNOX,0.0%
"DyDo Group Holdings, Inc.",2590,0.0%
"Ryosan Company, Limited",8140,0.0%
"Kohnan Shoji Co., Ltd.",7516,0.0%
Quadient SA,QDT,0.0%
Xvivo Perfusion AB,XVIVO,0.0%
Delek Automotive Systems Ltd.,DLEA,0.0%
LPKF Laser & Electronics AG,LPK,0.0%
"Iino Kaiun Kaisha,Ltd.",9119,0.0%
"Toyobo Co., Ltd.",3101,0.0%
Tassal Group Limited,TGR,0.0%
"KOMEDA Holdings Co., Ltd.",3543,0.0%
LEM Holding SA,LEHN,0.0%
CYBERDYNE Inc.,7779,0.0%
Betmakers Technology Group Ltd.,BET,0.0%
"TRANCOM Co., Ltd.",9058,0.0%
Heidelberger Druckmaschinen AG,HDD,0.0%
Omni Bridgeway Ltd,OBL,0.0%
ATOM Corporation,7412,0.0%
"ValueCommerce Co., Ltd.",2491,0.0%
"NIKKON Holdings Co., Ltd.",9072,0.0%
"giftee, Inc.",4449,0.0%
Riverstone Holdings Limited,AP4,0.0%
Amadeus FiRe AG,AAD,0.0%
Global Dominion Access SA,DOM,0.0%
Mesoblast Limited,MSB,0.0%
"Mixi, Inc.",2121,0.0%
"Monex Group, Inc.",8698,0.0%
ZEAL Network SE,TIMA,0.0%
Tyro Payments Ltd.,TYR,0.0%
Sumitomo Riko Company Limited,5191,0.0%
Roland Corporation,7944,0.0%
Alphawave IP Group PLC,AWE,0.0%
K-Fast Holding AB Class B,KFAST.B,0.0%
"Japan Petroleum Exploration Co., Ltd.",1662,0.0%
Vitesco Technologies Group AG,VTSC,0.0%
Swiss Steel Holding AG,STLN,0.0%
"Toyo Construction Co., Ltd.",1890,0.0%
CEWE Stiftung & Co. KGaA,CWC,0.0%
SRE Holdings Corp.,2980,0.0%
"Nittetsu Mining Co., Ltd.",1515,0.0%
"Raito Kogyo Co., Ltd.",1926,0.0%
Surgical Science Sweden AB,SUS,0.0%
AirTrip Corp.,6191,0.0%
Bellevue Gold Limited,BGL,0.0%
Samhallsbyggnadsbolaget i Norden AB Class D,SBB.D,0.0%
INVISIO AB,IVSO,0.0%
"euglena Co., Ltd.",2931,0.0%
"KUSURI NO AOKI HOLDINGS CO.,LTD.",3549,0.0%
"Micronics Japan Co., Ltd.",6871,0.0%
Funai Soken Holdings Incorporated,9757,0.0%
Azorim Investment Dev & Const Co. Ltd.,AZRM,0.0%
Salcef Group S.p.A,SCF,0.0%
"Juroku Financial Group,Inc.",7380,0.0%
"MORI TRUST Hotel Reit, Inc.",3478,0.0%
"Alpen Co., Ltd.",3028,0.0%
Codan Limited,CDA,0.0%
"Okinawa Electric Power Co., Inc.",9511,0.0%
Nissha Co.Ltd.,7915,0.0%
BW LPG Ltd.,BWLPG,0.0%
SIA Engineering Co. Ltd.,S59,0.0%
Pharming Group NV,PHARM,0.0%
"Toho Bank, Ltd.",8346,0.0%
Taikisha Ltd.,1979,0.0%
Temple & Webster Group Ltd,TPW,0.0%
"Hogy Medical Co., Ltd.",3593,0.0%
Nobia AB,NOBI,0.0%
AIMS APAC REIT,O5RU,0.0%
"KH Neochem Co.,Ltd.",4189,0.0%
"Japan Medical Dynamic Marketing, Inc.",7600,0.0%
Numis Corporation Plc,NUM,0.0%
Carel Industries SpA,CRL,0.0%
"Mitsubishi Pencil Company, Limited",7976,0.0%
New Work SE,NWO,0.0%
Elior Group SA,ELIOR,0.0%
